id_socle_txt,id,type d'objet,famille,type,calque,attributs altitude,attribut matricule,calque_alt,calque_mat,attributs insert,placement,charte,commentaires,sig,pcrs,CategorieThematiquePCRSType,NatureReseauPCRSType,NatureAffleurantPCRSType,reference,CategorieMurPCRSType,SectionPilierPCRSType,longueur_block,date_modif,date_crea,id_nature,image
222,FP_0412,Texte information,Electricité,Bloc,ELECT_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,FP_0412,nc,nc,,,19/10/22,FP_0412 - Texte information,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0412.jpg
223,FP_0413,Texte libre,Electricité,Bloc,ELECT_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,FP_0413,nc,nc,,,19/10/22,FP_0413 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0413.jpg
224,FP_0414,Repérage de réseau,Electricité,Bloc,ELECT_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,10,ELEC,nc,FP_0414,nc,nc,,,11/02/26,FP_0414 - Repérage de réseau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0409.jpg
225,FP_0415,Borne de recharge électrique,Electricité,Bloc,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELEC,4,FP_0415,nc,nc,,,11/02/26,FP_0415 - Borne de recharge électrique,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0415.jpg
226,FP_0441,Boîte de jonction,Electricité,Bloc,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,FP_0441,nc,nc,,,19/10/22,FP_0441 - Boîte de jonction,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0441.jpg
227,FP_0442,Chambre rectangulaire,Electricité,Bloc,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,FP_0442,nc,nc,,,19/10/22,FP_0442 - Chambre rectangulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0442.jpg
228,FP_0443,Chambre circulaire,Electricité,Bloc,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,FP_0443,nc,nc,,,19/10/22,FP_0443 - Chambre circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0443.jpg
229,FP_0444,Extrémité de réseau,Electricité,Bloc,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,FP_0444,nc,nc,,,19/10/22,FP_0444 - Extrémité de réseau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0444.jpg
230,GL_0461,Ouvrage annexe,Eclairage public,Polyligne,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,,AffleurantLignesPCRS,10,ELECECL,3,GL_0461,nc,nc,,,19/10/22,GL_0461 - Ouvrage annexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GL_0461.jpg
231,GL_0462,Ligne aérienne,Eclairage public,Polyligne,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,,HabillageLignesPCRS,99,nc,nc,GL_0462,nc,nc,,,19/10/22,GL_0462 - Ligne aérienne,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GL_0462.jpg
232,GL_0501,Câble BT Eclairage public,Eclairage public,Polyligne,ECPUB_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,GL_0501,nc,nc,,,19/10/22,GL_0501 - Câble BT Eclairage public,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GL_0501.jpg
233,GL_0502,Câble BT Eclairage public sous fourreau,Eclairage public,Polyligne,ECPUB_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,GL_0502,nc,nc,,,19/10/22,GL_0502 - Câble BT Eclairage public sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GL_0502.jpg
234,GL_0503,Câble HT Eclairage public,Eclairage public,Polyligne,ECPUB_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,GL_0503,nc,nc,,,19/10/22,GL_0503 - Câble HT Eclairage public,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GL_0503.jpg
235,GL_0504,Câble HT Eclairage public sous fourreau,Eclairage public,Polyligne,ECPUB_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,GL_0504,nc,nc,,,19/10/22,GL_0504 - Câble HT Eclairage public sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GL_0504.jpg
236,GL_0505,Fourreau vide Eclairage public,Eclairage public,Polyligne,ECPUB_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,GL_0505,nc,nc,,,19/10/22,GL_0505 - Fourreau vide Eclairage public,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GL_0505.jpg
237,GP_0481,Lampadaire,Eclairage public,Bloc,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECECL,7,GP_0481,nc,nc,,,19/10/22,GP_0481 - Lampadaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0481.jpg
238,GP_0482,Lampadaire support feu tricolore,Eclairage public,Bloc,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECECL,7,GP_0482,nc,nc,,,19/10/22,GP_0482 - Lampadaire support feu tricolore,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0482.jpg
239,GP_0483,Lampadaire de façade,Eclairage public,Bloc,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,nc,nc,nc,nc,GP_0483,nc,nc,,,19/10/22,GP_0483 - Lampadaire de façade,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0483.jpg
240,GP_0484,Borne d'éclairage,Eclairage public,Bloc,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECECL,7,GP_0484,nc,nc,,,19/10/22,GP_0484 - Borne d'éclairage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0484.jpg
241,GP_0485,Regard d'éclairage public,Eclairage public,Bloc,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECECL,3,GP_0485,nc,nc,,,19/10/22,GP_0485 - Regard d'éclairage public,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0485.jpg
242,GP_0486,Chambre d'éclairage public,Eclairage public,Bloc,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECECL,3,GP_0486,nc,nc,,,19/10/22,GP_0486 - Chambre d'éclairage public,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0486.jpg
243,GP_0487,Armoire d'éclairage public,Eclairage public,Bloc,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECECL,2,GP_0487,nc,nc,,,19/10/22,GP_0487 - Armoire d'éclairage public,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0487.jpg
244,GP_0488,Borne alimentation d'éclairage,Eclairage public,Bloc,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECECL,2,GP_0488,nc,nc,,,19/10/22,GP_0488 - Borne alimentation d'éclairage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0488.jpg
245,GP_0489,Pylône d'éclairage,Eclairage public,Bloc,ECPUB_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECECL,6,GP_0489,nc,nc,,,19/10/22,GP_0489 - Pylône d'éclairage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0489.jpg
246,GP_0490,Point de mesure (TN/GST),Eclairage public,Bloc,ECPUB_SCI,"TN,GST",,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,GP_0490,nc,nc,,,19/10/22,GP_0490 - Point de mesure (TN/GST),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0490.jpg
247,GP_0491,Altitude supplémentaire,Eclairage public,Bloc,ECPUB_SCI,ALT,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,GP_0491,nc,nc,,,19/10/22,GP_0491 - Altitude supplémentaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0491.jpg
248,GP_0492,Texte information,Eclairage public,Bloc,ECPUB_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,GP_0492,nc,nc,,,19/10/22,GP_0492 - Texte information,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0492.jpg
249,GP_0493,Texte libre,Eclairage public,Bloc,ECPUB_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,GP_0493,nc,nc,,,19/10/22,GP_0493 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0493.jpg
250,GP_0521,Boîte de jonction,Eclairage public,Bloc,ECPUB_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,GP_0521,nc,nc,,,19/10/22,GP_0521 - Boîte de jonction,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0521.jpg
251,GP_0522,Chambre rectangulaire,Eclairage public,Bloc,ECPUB_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,GP_0522,nc,nc,,,19/10/22,GP_0522 - Chambre rectangulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0522.jpg
252,GP_0523,Chambre circulaire,Eclairage public,Bloc,ECPUB_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,GP_0523,nc,nc,,,19/10/22,GP_0523 - Chambre circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0523.jpg
253,GP_0524,Extrémité de réseau,Eclairage public,Bloc,ECPUB_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,GP_0524,nc,nc,,,19/10/22,GP_0524 - Extrémité de réseau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//G_Eclairage_public/GP_0524.jpg
254,HL_0541,Ouvrage annexe,Signalisation verticale,Polyligne,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,,AffleurantLignesPCRS,10,ELECSLT,3,HL_0541,nc,nc,,,19/10/22,HL_0541 - Ouvrage annexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HL_0541.jpg
255,HL_0542,Ligne aérienne,Signalisation verticale,Polyligne,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,,HabillageLignesPCRS,99,nc,nc,HL_0542,nc,nc,,,19/10/22,HL_0542 - Ligne aérienne,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HL_0542.jpg
256,HL_0581,TBT Coordination,Signalisation verticale,Polyligne,SIGNV_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,HL_0581,nc,nc,,,19/10/22,HL_0581 - TBT Coordination,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HL_0581.jpg
257,HL_0582,TBT Coordination sous fourreau,Signalisation verticale,Polyligne,SIGNV_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,HL_0582,nc,nc,,,19/10/22,HL_0582 - TBT Coordination sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HL_0582.jpg
258,HL_0583,Câble BT Signalisation verticale - Alimentation,Signalisation verticale,Polyligne,SIGNV_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,HL_0583,nc,nc,,,19/10/22,HL_0583 - Câble BT Signalisation verticale - Alimentation,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HL_0583.jpg
259,HL_0584,Câble BT Signalisation verticale - Alimentation sous fourreau,Signalisation verticale,Polyligne,SIGNV_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,HL_0584,nc,nc,,,19/10/22,HL_0584 - Câble BT Signalisation verticale - Alimentation sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HL_0584.jpg
260,HL_0585,BT vidéo sous fourreau,Signalisation verticale,Polyligne,SIGNV_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,HL_0585,nc,nc,,,19/10/22,HL_0585 - BT vidéo sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HL_0585.jpg
261,HL_0586,TBT autre,Signalisation verticale,Polyligne,SIGNV_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,HL_0586,nc,nc,,,19/10/22,HL_0586 - TBT autre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HL_0586.jpg
262,HL_0587,TBT autre sous fourreau,Signalisation verticale,Polyligne,SIGNV_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,HL_0587,nc,nc,,,19/10/22,HL_0587 - TBT autre sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HL_0587.jpg
263,HL_0588,Fourreau vide SL,Signalisation verticale,Polyligne,SIGNV_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,HL_0588,nc,nc,,,19/10/22,HL_0588 - Fourreau vide SL,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HL_0588.jpg
264,HP_0561,Support feu tricolore,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECSLT,6,HP_0561,nc,nc,,,19/10/22,HP_0561 - Support feu tricolore,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0561.jpg
265,HP_0562,Support de rappel de feu,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECSLT,6,HP_0562,nc,nc,,,19/10/22,HP_0562 - Support de rappel de feu,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0562.jpg
266,HP_0563,Panneau lumineux,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,HabillageSymbolePCRS,99,nc,nc,HP_0563,nc,nc,,,19/10/22,HP_0563 - Panneau lumineux,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0563.jpg
267,HP_0564,Mât de jalonnement,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECSLT,7,HP_0564,nc,nc,,,19/10/22,HP_0564 - Mât de jalonnement,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0564.jpg
268,HP_0565,Regard de signalisation,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECSLT,3,HP_0565,nc,nc,,,19/10/22,HP_0565 - Regard de signalisation,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0565.jpg
269,HP_0566,Chambre de signalisation,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECSLT,3,HP_0566,nc,nc,,,19/10/22,HP_0566 - Chambre de signalisation,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0566.jpg
270,HP_0567,Armoire de signalisation,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELECSLT,2,HP_0567,nc,nc,,,19/10/22,HP_0567 - Armoire de signalisation,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0567.jpg
271,HP_0568,Caméra de surveillance du trafic,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,nc,nc,nc,nc,HP_0568,nc,nc,,,19/10/22,HP_0568 - Caméra de surveillance du trafic,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0568.jpg
272,HP_0569,Panneau de signalisation,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,HabillageSymbolePCRS,99,nc,nc,HP_0569,nc,nc,,,19/10/22,HP_0569 - Panneau de signalisation,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0569.jpg
273,HP_0570,Panneau de signalisation double,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,HabillageSymbolePCRS,99,nc,nc,HP_0570,nc,nc,,,19/10/22,HP_0570 - Panneau de signalisation double,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0570.jpg
274,HP_0571,Point de mesure (TN/GST),Signalisation verticale,Bloc,SIGNV_SCI,"TN,GST",,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,HP_0571,nc,nc,,,19/10/22,HP_0571 - Point de mesure (TN/GST),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0571.jpg
275,HP_0572,Altitude supplémentaire,Signalisation verticale,Bloc,SIGNV_SCI,ALT,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,HP_0572,nc,nc,,,19/10/22,HP_0572 - Altitude supplémentaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0572.jpg
276,HP_0573,Texte information,Signalisation verticale,Bloc,AMENA_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,HP_0573,nc,nc,,,19/10/22,HP_0573 - Texte information,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0573.jpg
277,HP_0574,Texte libre,Signalisation verticale,Bloc,SIGNV_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,HP_0574,nc,nc,,,19/10/22,HP_0574 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0574.jpg
278,HP_0575,Panneau à message variable,Signalisation verticale,Bloc,SIGNV_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,99,nc,nc,HP_0575,nc,nc,,,11/02/26,HP_0575 - Panneau à message variable,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0575.jpg
279,HP_0601,Boîte de jonction,Signalisation verticale,Bloc,SIGNV_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,HP_0601,nc,nc,,,19/10/22,HP_0601 - Boîte de jonction,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0601.jpg
280,HP_0602,Boucle de détection,Signalisation verticale,Bloc,SIGNV_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,HP_0602,nc,nc,,,19/10/22,HP_0602 - Boucle de détection,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//H_Signalisation_verticale/HP_0602.jpg
